#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2018-01-01 00:00:00+00:00 2018-01-04 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,feel,metar
FZY,2018-01-01 09:20,-76.3847,43.3497,M,M,M,50.00,3.00,M,30.39,M,1.75,M,OVC,M,M,M,2100.00,M,M,M,-SN,M,M,M,M,KFZY 010920Z AUTO 05003KT 2SM -SN OVC021 M19/M23 A3039 RMK T11901230 MADISHF
ROC,2018-01-01 09:20,-77.6767,43.1167,M,M,M,250.00,6.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KROC 010920Z AUTO 25006KT 10SM CLR M18/M19 A3039 RMK T11801190 MADISHF
BUF,2018-01-01 09:25,-78.7358,42.9408,M,M,M,250.00,5.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010925Z AUTO 25005KT 10SM CLR M17/M18 A3039 RMK T11701180 MADISHF
ART,2018-01-01 09:25,-76.0262,43.9888,M,M,M,90.00,4.00,M,30.42,M,8.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010925Z AUTO 09004KT 8SM CLR M33/M36 A3042 RMK T13301360 MADISHF
DKK,2018-01-01 09:25,-79.2720,42.4933,M,M,M,330.00,8.00,M,30.40,M,10.00,M,FEW,SCT,OVC,M,3000.00,5500.00,7000.00,M,M,M,M,M,M,KDKK 010925Z AUTO 33008KT 10SM FEW030 SCT055 OVC070 M12/M18 A3040 RMK T11201180 MADISHF
DSV,2018-01-01 09:25,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,BKN,OVC,M,M,3300.00,4200.00,M,M,M,M,M,M,M,KDSV 010925Z AUTO 00000KT 10SM BKN033 OVC042 M17/M20 A3038 RMK T11701200 MADISHF
FZY,2018-01-01 09:25,-76.3847,43.3497,-2.90,-9.00,74.47,0.00,0.00,T,30.39,M,1.75,M,OVC,M,M,M,2100.00,M,M,M,-SN,M,M,M,-2.90,KFZY 010925Z AUTO 00000KT 1 3/4SM -SN OVC021 M19/M23 A3039 RMK AO2 P0000 T11941228
IAG,2018-01-01 09:25,-78.9462,43.1073,M,M,M,250.00,7.00,M,30.39,M,10.00,M,BKN,M,M,M,2500.00,M,M,M,M,M,M,M,M,KIAG 010925Z AUTO 25007KT 10SM BKN025 M14/M19 A3039 RMK T11401190 MADISHF
ROC,2018-01-01 09:25,-77.6767,43.1167,M,M,M,250.00,7.00,M,30.39,M,10.00,M,FEW,M,M,M,3100.00,M,M,M,M,M,M,M,M,KROC 010925Z AUTO 25007KT 10SM FEW031 M18/M19 A3039 RMK T11801190 MADISHF
BUF,2018-01-01 09:30,-78.7358,42.9408,M,M,M,250.00,5.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010930Z AUTO 25005KT 10SM CLR M17/M18 A3039 RMK T11701180 MADISHF
ART,2018-01-01 09:30,-76.0262,43.9888,M,M,M,90.00,4.00,M,30.42,M,8.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010930Z AUTO 09004KT 8SM CLR M34/M36 A3042 RMK T13401360 MADISHF
FZY,2018-01-01 09:30,-76.3847,43.3497,M,M,M,0.00,0.00,M,30.39,M,2.00,M,OVC,M,M,M,2100.00,M,M,M,-SN,M,M,M,M,KFZY 010930Z AUTO 00000KT 2SM -SN OVC021 M20/M23 A3039 RMK T12001230 MADISHF
ROC,2018-01-01 09:30,-77.6767,43.1167,M,M,M,250.00,7.00,M,30.39,M,8.00,M,SCT,M,M,M,2900.00,M,M,M,M,M,M,M,M,KROC 010930Z AUTO 25007KT 8SM SCT029 M17/M19 A3039 RMK T11701190 MADISHF
IAG,2018-01-01 09:30,-78.9462,43.1073,M,M,M,260.00,6.00,M,30.40,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KIAG 010930Z AUTO 26006KT 10SM OVC026 M14/M19 A3040 RMK T11401190 MADISHF
DKK,2018-01-01 09:30,-79.2720,42.4933,M,M,M,340.00,5.00,M,30.40,M,10.00,M,FEW,SCT,OVC,M,3000.00,4200.00,7000.00,M,M,M,M,M,M,KDKK 010930Z AUTO 34005KT 10SM FEW030 SCT042 OVC070 M12/M18 A3040 RMK T11201180 MADISHF
DSV,2018-01-01 09:30,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,SCT,OVC,M,M,3300.00,3999.00,M,M,M,M,M,M,M,KDSV 010930Z AUTO 00000KT 10SM SCT033 OVC039 M17/M20 A3038 RMK T11701200 MADISHF
FZY,2018-01-01 09:34,-76.3847,43.3497,-4.00,-8.00,82.42,0.00,0.00,T,30.39,M,2.50,M,BKN,OVC,M,M,2200.00,3800.00,M,M,-SN BR,M,M,M,-4.00,KFZY 010934Z AUTO 00000KT 2 1/2SM -SN BR BKN022 OVC038 M20/M22 A3039 RMK AO2 P0000 T12001222
SDC,2018-01-01 09:35,-77.1195,43.2346,8.60,1.40,71.92,330.00,3.00,0.00,30.39,M,10.00,M,BKN,OVC,M,M,2300.00,2900.00,M,M,M,M,M,M,1.94,KSDC 010935Z AUTO 33003KT 10SM BKN023 OVC029 M13/M17 A3039 RMK AO2
DKK,2018-01-01 09:35,-79.2720,42.4933,M,M,M,330.00,6.00,M,30.40,M,10.00,M,FEW,BKN,OVC,M,3100.00,5000.00,7000.00,M,M,M,M,M,M,KDKK 010935Z AUTO 33006KT 10SM FEW031 BKN050 OVC070 M12/M17 A3040 RMK T11201170 MADISHF
FZY,2018-01-01 09:35,-76.3847,43.3497,M,M,M,0.00,0.00,M,30.39,M,2.50,M,BKN,OVC,M,M,2200.00,3800.00,M,M,-SN,M,M,M,M,KFZY 010935Z AUTO 00000KT 2 1/2SM -SN BKN022 OVC038 M19/M22 A3039 RMK T11901220 MADISHF
BUF,2018-01-01 09:35,-78.7358,42.9408,M,M,M,250.00,5.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010935Z AUTO 25005KT 10SM CLR M17/M18 A3039 RMK T11701180 MADISHF
IAG,2018-01-01 09:35,-78.9462,43.1073,M,M,M,250.00,6.00,M,30.39,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KIAG 010935Z AUTO 25006KT 10SM OVC026 M15/M19 A3039 RMK T11501190 MADISHF
DSV,2018-01-01 09:35,-77.7130,42.5709,M,M,M,160.00,3.00,M,30.38,M,10.00,M,SCT,OVC,M,M,3300.00,3999.00,M,M,M,M,M,M,M,KDSV 010935Z AUTO 16003KT 10SM SCT033 OVC039 M17/M20 A3038 RMK T11701200 MADISHF
ROC,2018-01-01 09:35,-77.6767,43.1167,M,M,M,260.00,6.00,M,30.39,M,8.00,M,SCT,M,M,M,2900.00,M,M,M,M,M,M,M,M,KROC 010935Z AUTO 26006KT 8SM SCT029 M17/M18 A3039 RMK T11701180 MADISHF
IAG,2018-01-01 09:40,-78.9462,43.1073,M,M,M,260.00,6.00,M,30.40,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KIAG 010940Z AUTO 26006KT 10SM OVC026 M15/M19 A3040 RMK T11501190 MADISHF
ROC,2018-01-01 09:40,-77.6767,43.1167,M,M,M,250.00,6.00,M,30.39,M,9.00,M,FEW,M,M,M,2900.00,M,M,M,M,M,M,M,M,KROC 010940Z AUTO 25006KT 9SM FEW029 M17/M18 A3039 RMK T11701180 MADISHF
BUF,2018-01-01 09:40,-78.7358,42.9408,M,M,M,250.00,5.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010940Z AUTO 25005KT 10SM CLR M17/M18 A3039 RMK T11701180 MADISHF
ART,2018-01-01 09:40,-76.0262,43.9888,M,M,M,80.00,5.00,M,30.41,M,8.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010940Z AUTO 08005KT 8SM CLR A3041 RMK MADISHF
DSV,2018-01-01 09:40,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,SCT,OVC,M,M,3300.00,3999.00,M,M,M,M,M,M,M,KDSV 010940Z AUTO 00000KT 10SM SCT033 OVC039 M17/M20 A3038 RMK T11701200 MADISHF
DKK,2018-01-01 09:40,-79.2720,42.4933,M,M,M,340.00,5.00,M,30.39,M,10.00,M,SCT,BKN,OVC,M,3100.00,5000.00,7000.00,M,M,M,M,M,M,KDKK 010940Z AUTO 34005KT 10SM SCT031 BKN050 OVC070 M12/M17 A3039 RMK T11201170 MADISHF
DSV,2018-01-01 09:45,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,KDSV 010945Z AUTO 00000KT 10SM OVC038 M17/M20 A3038 RMK T11701200 MADISHF
BUF,2018-01-01 09:45,-78.7358,42.9408,M,M,M,250.00,6.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010945Z AUTO 25006KT 10SM CLR M17/M18 A3039 RMK T11701180 MADISHF
IAG,2018-01-01 09:45,-78.9462,43.1073,M,M,M,260.00,6.00,M,30.39,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,M,M,M,M,KIAG 010945Z AUTO 26006KT 10SM OVC026 M15/M19 A3039 RMK T11501190 MADISHF
FZY,2018-01-01 09:45,-76.3847,43.3497,M,M,M,0.00,0.00,M,30.39,M,2.50,M,BKN,OVC,M,M,2200.00,3700.00,M,M,-SN,M,M,M,M,KFZY 010945Z AUTO 00000KT 2 1/2SM -SN BKN022 OVC037 M20/M23 A3039 RMK T12001230 MADISHF
ROC,2018-01-01 09:45,-77.6767,43.1167,M,M,M,270.00,5.00,M,30.39,M,9.00,M,FEW,M,M,M,2900.00,M,M,M,M,M,M,M,M,KROC 010945Z AUTO 27005KT 9SM FEW029 M17/M18 A3039 RMK T11701180 MADISHF
DKK,2018-01-01 09:45,-79.2720,42.4933,M,M,M,80.00,5.00,M,30.40,M,10.00,M,SCT,BKN,OVC,M,3100.00,5000.00,7000.00,M,M,M,M,M,M,KDKK 010945Z AUTO 08005KT 10SM SCT031 BKN050 OVC070 M12/M18 A3040 RMK T11201180 MADISHF
ART,2018-01-01 09:45,-76.0262,43.9888,M,M,M,80.00,5.00,M,30.41,M,8.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010945Z AUTO 08005KT 8SM CLR A3041 RMK MADISHF
FZY,2018-01-01 09:50,-76.3847,43.3497,M,M,M,0.00,0.00,M,30.39,M,2.50,M,SCT,OVC,M,M,2200.00,3500.00,M,M,-SN,M,M,M,M,KFZY 010950Z AUTO 00000KT 2 1/2SM -SN SCT022 OVC035 M20/M23 A3039 RMK T12001230 MADISHF
DSV,2018-01-01 09:50,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,KDSV 010950Z AUTO 00000KT 10SM OVC038 M18/M21 A3038 RMK T11801210 MADISHF
ROC,2018-01-01 09:50,-77.6767,43.1167,M,M,M,260.00,5.00,M,30.39,M,10.00,M,FEW,M,M,M,2900.00,M,M,M,M,M,M,M,M,KROC 010950Z AUTO 26005KT 10SM FEW029 M17/M18 A3039 RMK T11701180 MADISHF
DKK,2018-01-01 09:50,-79.2720,42.4933,M,M,M,80.00,6.00,M,30.39,M,10.00,M,SCT,BKN,OVC,M,3100.00,3700.00,7000.00,M,M,M,M,M,M,KDKK 010950Z AUTO 08006KT 10SM SCT031 BKN037 OVC070 M13/M18 A3039 RMK T11301180 MADISHF
ART,2018-01-01 09:50,-76.0262,43.9888,M,M,M,80.00,6.00,M,30.41,M,8.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010950Z AUTO 08006KT 8SM CLR M33/M36 A3041 RMK T13301360 MADISHF
IAG,2018-01-01 09:50,-78.9462,43.1073,M,M,M,260.00,7.00,M,30.39,M,10.00,M,BKN,M,M,M,2600.00,M,M,M,M,M,M,M,M,KIAG 010950Z AUTO 26007KT 10SM BKN026 M16/M20 A3039 RMK T11601200 MADISHF
BUF,2018-01-01 09:50,-78.7358,42.9408,M,M,M,260.00,5.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010950Z AUTO 26005KT 10SM CLR M17/M18 A3039 RMK T11701180 MADISHF
DKK,2018-01-01 09:53,-79.2720,42.4933,8.10,-0.90,66.04,90.00,7.00,0.00,30.39,1030.70,10.00,M,SCT,BKN,OVC,M,3100.00,3900.00,7000.00,M,M,M,M,M,-4.35,KDKK 010953Z AUTO 09007KT 10SM SCT031 BKN039 OVC070 M13/M18 A3039 RMK AO2 SLP307 T11331183
IAG,2018-01-01 09:53,-78.9462,43.1073,3.00,-4.00,71.95,260.00,7.00,0.00,30.39,1032.20,10.00,M,BKN,M,M,M,2600.00,M,M,M,M,M,M,M,-10.57,KIAG 010953Z AUTO 26007KT 10SM BKN026 M16/M20 A3039 RMK AO2 SLP322 T11611200
DSV,2018-01-01 09:54,-77.7130,42.5709,1.00,-4.00,78.95,0.00,0.00,0.00,30.38,1031.30,10.00,M,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,1.00,KDSV 010954Z AUTO 00000KT 10SM OVC038 M17/M20 A3038 RMK AO2 SLP313 T11721200
FZY,2018-01-01 09:54,-76.3847,43.3497,-4.00,-9.00,78.48,0.00,0.00,T,30.39,1030.30,2.50,M,SCT,OVC,M,M,2300.00,3500.00,M,M,-SN,M,M,M,-4.00,KFZY 010954Z AUTO 00000KT 2 1/2SM -SN SCT023 OVC035 M20/M23 A3039 RMK AO2 SLP303 P0000 T12001228
BUF,2018-01-01 09:54,-78.7358,42.9408,1.90,-0.90,87.72,250.00,5.00,0.00,30.39,1030.90,10.00,M,CLR,M,M,M,M,M,M,M,M,T,M,M,-9.35,KBUF 010954Z 25005KT 10SM CLR M17/M18 A3039 RMK AO2 SLP309 I1000 T11671183 $
ROC,2018-01-01 09:54,-77.6767,43.1167,1.90,-0.90,87.72,260.00,5.00,T,30.39,1031.00,10.00,M,FEW,M,M,M,2900.00,M,M,M,M,T,M,M,-9.35,KROC 010954Z 26005KT 10SM FEW029 M17/M18 A3039 RMK AO2 SNE11 SLP310 P0000 I1000 T11671183 $
DKK,2018-01-01 09:55,-79.2720,42.4933,M,M,M,100.00,8.00,M,30.39,M,10.00,M,SCT,BKN,OVC,M,3100.00,3900.00,7000.00,M,M,M,M,M,M,KDKK 010955Z AUTO 10008KT 10SM SCT031 BKN039 OVC070 M13/M18 A3039 RMK T11301180 MADISHF
ART,2018-01-01 09:55,-76.0262,43.9888,M,M,M,90.00,6.00,M,30.41,M,7.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 010955Z AUTO 09006KT 7SM CLR M32/M34 A3041 RMK T13201340 MADISHF
DSV,2018-01-01 09:55,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,KDSV 010955Z AUTO 00000KT 10SM OVC038 M17/M20 A3038 RMK T11701200 MADISHF
BUF,2018-01-01 09:55,-78.7358,42.9408,M,M,M,250.00,5.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 010955Z AUTO 25005KT 10SM CLR A3038 RMK MADISHF
FZY,2018-01-01 09:55,-76.3847,43.3497,M,M,M,70.00,3.00,M,30.39,M,2.50,M,SCT,OVC,M,M,2300.00,3500.00,M,M,-SN,M,M,M,M,KFZY 010955Z AUTO 07003KT 2 1/2SM -SN SCT023 OVC035 M20/M23 A3039 RMK T12001230 MADISHF
ROC,2018-01-01 09:55,-77.6767,43.1167,M,M,M,260.00,5.00,M,30.39,M,10.00,M,FEW,M,M,M,2900.00,M,M,M,M,M,M,M,M,KROC 010955Z AUTO 26005KT 10SM FEW029 M17/M18 A3039 RMK T11701180 MADISHF
IAG,2018-01-01 09:55,-78.9462,43.1073,M,M,M,260.00,7.00,M,30.39,M,10.00,M,BKN,M,M,M,2600.00,M,M,M,M,M,M,M,M,KIAG 010955Z AUTO 26007KT 10SM BKN026 M16/M21 A3039 RMK T11601210 MADISHF
SDC,2018-01-01 09:55,-77.1195,43.2346,8.60,1.40,71.92,330.00,4.00,0.00,30.39,M,10.00,M,BKN,BKN,M,M,2300.00,3000.00,M,M,M,M,M,M,0.09,KSDC 010955Z AUTO 33004KT 10SM BKN023 BKN030 M13/M17 A3039 RMK AO2
ART,2018-01-01 09:56,-76.0262,43.9888,-26.00,-29.90,80.98,90.00,6.00,0.00,30.41,1031.80,7.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,-44.32,KART 010956Z AUTO 09006KT 7SM CLR M32/M34 A3041 RMK AO2 SLP318 T13221344 $
DKK,2018-01-01 10:00,-79.2720,42.4933,M,M,M,100.00,8.00,M,30.39,M,10.00,M,BKN,BKN,OVC,M,3100.00,3800.00,7000.00,M,M,M,M,M,M,KDKK 011000Z AUTO 10008KT 10SM BKN031 BKN038 OVC070 M13/M18 A3039 RMK T11301180 MADISHF
DSV,2018-01-01 10:00,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,M,M,M,M,KDSV 011000Z AUTO 00000KT 10SM OVC036 M17/M21 A3038 RMK T11701210 MADISHF
ART,2018-01-01 10:00,-76.0262,43.9888,M,M,M,90.00,5.00,M,30.41,M,7.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 011000Z AUTO 09005KT 7SM CLR M33/M34 A3041 RMK T13301340 MADISHF
BUF,2018-01-01 10:00,-78.7358,42.9408,M,M,M,250.00,5.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 011000Z AUTO 25005KT 10SM CLR M17/M19 A3038 RMK T11701190 MADISHF
ROC,2018-01-01 10:00,-77.6767,43.1167,M,M,M,250.00,6.00,M,30.39,M,10.00,M,FEW,M,M,M,2900.00,M,M,M,M,M,M,M,M,KROC 011000Z AUTO 25006KT 10SM FEW029 M17/M19 A3039 RMK T11701190 MADISHF
IAG,2018-01-01 10:00,-78.9462,43.1073,M,M,M,260.00,6.00,M,30.39,M,10.00,M,SCT,M,M,M,2600.00,M,M,M,M,M,M,M,M,KIAG 011000Z AUTO 26006KT 10SM SCT026 M17/M21 A3039 RMK T11701210 MADISHF
FZY,2018-01-01 10:00,-76.3847,43.3497,M,M,M,0.00,0.00,M,30.39,M,2.50,M,SCT,OVC,M,M,2300.00,3500.00,M,M,-SN,M,M,M,M,KFZY 011000Z AUTO 00000KT 2 1/2SM -SN SCT023 OVC035 M20/M23 A3039 RMK T12001230 MADISHF
ROC,2018-01-01 10:05,-77.6767,43.1167,M,M,M,240.00,7.00,M,30.39,M,10.00,M,FEW,M,M,M,2900.00,M,M,M,M,M,M,M,M,KROC 011005Z AUTO 24007KT 10SM FEW029 M17/M19 A3039 RMK T11701190 MADISHF
BUF,2018-01-01 10:05,-78.7358,42.9408,M,M,M,260.00,5.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 011005Z AUTO 26005KT 10SM CLR M17/M19 A3038 RMK T11701190 MADISHF
DSV,2018-01-01 10:05,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,M,M,M,M,KDSV 011005Z AUTO 00000KT 10SM OVC036 M18/M21 A3038 RMK T11801210 MADISHF
FZY,2018-01-01 10:05,-76.3847,43.3497,M,M,M,0.00,0.00,M,30.39,M,4.00,M,FEW,OVC,M,M,2300.00,3600.00,M,M,-SN BR,M,M,M,M,KFZY 011005Z AUTO 00000KT 4SM -SN BR FEW023 OVC036 M21/M23 A3039 RMK T12101230 MADISHF
DKK,2018-01-01 10:05,-79.2720,42.4933,M,M,M,M,M,M,30.39,M,10.00,M,BKN,BKN,OVC,M,3100.00,3999.00,7000.00,M,M,M,M,M,M,KDKK 011005Z AUTO /////KT 10SM BKN031 BKN039 OVC070 M13/M18 A3039 RMK T11301180 MADISHF
ART,2018-01-01 10:05,-76.0262,43.9888,M,M,M,90.00,5.00,M,30.41,M,8.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 011005Z AUTO 09005KT 8SM CLR A3041 RMK T1340 MADISHF
IAG,2018-01-01 10:05,-78.9462,43.1073,M,M,M,250.00,6.00,M,30.39,M,10.00,M,SCT,M,M,M,2600.00,M,M,M,M,M,M,M,M,KIAG 011005Z AUTO 25006KT 10SM SCT026 M18/M22 A3039 RMK T11801220 MADISHF
FZY,2018-01-01 10:07,-76.3847,43.3497,-4.00,-9.00,78.48,0.00,0.00,T,30.39,M,4.00,M,FEW,OVC,M,M,2300.00,3600.00,M,M,-SN,M,M,M,-4.00,KFZY 011007Z AUTO 00000KT 4SM -SN FEW023 OVC036 M20/M23 A3039 RMK AO2 P0000 T12001228
DKK,2018-01-01 10:10,-79.2720,42.4933,M,M,M,110.00,7.00,M,30.39,M,10.00,M,BKN,OVC,M,M,3000.00,3600.00,M,M,M,M,M,M,M,KDKK 011010Z AUTO 11007KT 10SM BKN030 OVC036 M13/M18 A3039 RMK T11301180 MADISHF
BUF,2018-01-01 10:10,-78.7358,42.9408,M,M,M,260.00,5.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 011010Z AUTO 26005KT 10SM CLR M17/M19 A3038 RMK T11701190 MADISHF
ROC,2018-01-01 10:10,-77.6767,43.1167,M,M,M,240.00,6.00,M,30.39,M,10.00,M,FEW,M,M,M,2800.00,M,M,M,M,M,M,M,M,KROC 011010Z AUTO 24006KT 10SM FEW028 M17/M19 A3039 RMK T11701190 MADISHF
IAG,2018-01-01 10:10,-78.9462,43.1073,M,M,M,240.00,6.00,M,30.39,M,10.00,M,FEW,M,M,M,2600.00,M,M,M,M,M,M,M,M,KIAG 011010Z AUTO 24006KT 10SM FEW026 M17/M22 A3039 RMK T11701220 MADISHF
FZY,2018-01-01 10:10,-76.3847,43.3497,M,M,M,0.00,0.00,M,30.38,M,4.00,M,SCT,OVC,M,M,2300.00,3600.00,M,M,-SN,M,M,M,M,KFZY 011010Z AUTO 00000KT 4SM -SN SCT023 OVC036 M20/M23 A3038 RMK T12001230 MADISHF
DSV,2018-01-01 10:10,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,M,M,M,M,KDSV 011010Z AUTO 00000KT 10SM OVC036 M17/M20 A3038 RMK T11701200 MADISHF
ART,2018-01-01 10:15,-76.0262,43.9888,M,M,M,90.00,4.00,M,30.41,M,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 011015Z AUTO 09004KT 9SM CLR M34/M36 A3041 RMK T13401360 MADISHF
IAG,2018-01-01 10:15,-78.9462,43.1073,M,M,M,250.00,7.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KIAG 011015Z AUTO 25007KT 10SM CLR M17/M21 A3039 RMK T11701210 MADISHF
ROC,2018-01-01 10:15,-77.6767,43.1167,M,M,M,240.00,6.00,M,30.39,M,10.00,M,FEW,M,M,M,2800.00,M,M,M,M,M,M,M,M,KROC 011015Z AUTO 24006KT 10SM FEW028 M17/M19 A3039 RMK T11701190 MADISHF
SDC,2018-01-01 10:15,-77.1195,43.2346,8.60,1.40,71.92,310.00,3.00,0.00,30.39,M,10.00,M,BKN,OVC,M,M,2300.00,3000.00,M,M,M,M,M,M,1.94,KSDC 011015Z AUTO 31003KT 10SM BKN023 OVC030 M13/M17 A3039 RMK AO2
DKK,2018-01-01 10:15,-79.2720,42.4933,M,M,M,130.00,7.00,M,30.39,M,10.00,M,BKN,OVC,M,M,2800.00,3600.00,M,M,M,M,M,M,M,KDKK 011015Z AUTO 13007KT 10SM BKN028 OVC036 M13/M18 A3039 RMK T11301180 MADISHF
BUF,2018-01-01 10:15,-78.7358,42.9408,M,M,M,260.00,5.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 011015Z AUTO 26005KT 10SM CLR A3038 RMK MADISHF
DSV,2018-01-01 10:15,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,BKN,M,M,M,3399.00,M,M,M,M,M,M,M,M,KDSV 011015Z AUTO 00000KT 10SM BKN033 M18/M20 A3038 RMK T11801200 MADISHF
IAG,2018-01-01 10:20,-78.9462,43.1073,M,M,M,240.00,6.00,M,30.39,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KIAG 011020Z AUTO 24006KT 10SM CLR M17/M22 A3039 RMK T11701220 MADISHF
DSV,2018-01-01 10:20,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDSV 011020Z AUTO 00000KT 10SM OVC032 M18/M20 A3038 RMK T11801200 MADISHF
ROC,2018-01-01 10:20,-77.6767,43.1167,M,M,M,240.00,7.00,M,30.39,M,10.00,M,FEW,M,M,M,2800.00,M,M,M,M,M,M,M,M,KROC 011020Z AUTO 24007KT 10SM FEW028 M18/M19 A3039 RMK T11801190 MADISHF
ART,2018-01-01 10:20,-76.0262,43.9888,M,M,M,80.00,4.00,M,30.41,M,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KART 011020Z AUTO 08004KT 9SM CLR M33/M36 A3041 RMK T13301360 MADISHF
BUF,2018-01-01 10:20,-78.7358,42.9408,M,M,M,260.00,5.00,M,30.38,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,KBUF 011020Z AUTO 26005KT 10SM CLR A3038 RMK MADISHF
FZY,2018-01-01 10:20,-76.3847,43.3497,-5.10,-9.00,82.74,0.00,0.00,T,30.38,M,2.50,M,BKN,OVC,M,M,2100.00,3600.00,M,M,-SN BR,M,M,M,-5.10,KFZY 011020Z AUTO 00000KT 2 1/2SM -SN BR BKN021 OVC036 M21/M23 A3038 RMK AO2 P0000 T12061228
DKK,2018-01-01 10:20,-79.2720,42.4933,M,M,M,140.00,6.00,M,30.39,M,8.00,M,BKN,OVC,M,M,2800.00,3399.00,M,M,-SN,M,M,M,M,KDKK 011020Z AUTO 14006KT 8SM -SN BKN028 OVC033 M13/M18 A3039 RMK T11301180 MADISHF
DKK,2018-01-01 10:21,-79.2720,42.4933,8.10,0.00,68.89,150.00,6.00,T,30.39,M,7.00,M,BKN,OVC,M,M,2800.00,3400.00,M,M,-SN,M,M,M,-3.25,KDKK 011021Z AUTO 15006KT 7SM -SN BKN028 OVC034 M13/M18 A3039 RMK AO2 SNB19 P0000 T11331178
DSV,2018-01-01 10:25,-77.7130,42.5709,M,M,M,0.00,0.00,M,30.38,M,10.00,M,OVC,M,M,M,3200.00,M,M,M,M,M,M,M,M,KDSV 011025Z AUTO 00000KT 10SM OVC032 M18/M21 A3038 RMK T11801210 MADISHF
